Ano-Calendário;Ocupação Principal do Declarante;Quantidade de Declarantes;Rendimentos Tributáveis;Rendimentos sujeitos a Tributação Exclusiva;Rendimentos Isentos;Dedução Previdenciária Total;Deduções Previdência Oficial;Deduções Previdenciárias RRA;Deduções Previdência Privada e FAPI;Deduções com Dependentes;Deduções com Instrução;Deduções com despesas Médicas;Dedução de Livro Caixa;Deduções  com Pensão Alimentícia Total;Deduções com Pensão Alimentícia Judicial;Deduções com Pensão Alimentícia Escritural;Deduções com Pensão Alimentícia RRA;Desconto Padrão;Base de Cálculo (RTL);Imposto Devido;Dedução de Incentivo;Imposto Devido 1;Imposto Devido RRA;Imposto Devido Total;Imposto Pago;Imposto a Pagar;Imposto a Restituir;Dívidas   e Ônus;Doações e Heranças Recebidas;Bens e Direitos;Previdência Complementar (VGBL);Valores Pagos com Previdência Complementar (PGBL);Valores Pagos com Previdência Complementar de Natureza Pública;Valores Pagos com FAPI;Despesas com Instrução;Despesas Médicas;Pensão Alimentícia Judicial;Despesas com Pensão Alimentícia Escritural;Despesas com Profissionais Liberais;Despesas com Arrendamento Rural;Outras Despesas;Doações Efetuadas
2020;Dirigente, pres., diretor emp. indust., com. ou prest. serv.;946231;50651,03073;51894,59765;306497,5228;1526,830269;897,8708053;0,13907505;628,8203882;472,8462883;361,7096627;2387,505789;144,2396292;417,8109922;344,7124999;72,9940923;0,1044;3743,488605;41596,59949;6448,100681;38,60375566;6409,496926;24,19260297;6433,686996;5431,317945;1250,075664;454,9244046;149438,9248;23894,27927;2221430,335;11842,06321;1202,725684;3,39339566;79,78945897;2342,895818;3490,919442;512,4360352;110,1133232;641,5539915;38,8194071;3250,251471;18730,87568
2020;Médico;241156;42520,63378;8986,557893;53780,45861;3088,239957;2233,152439;0,39511217;854,6924063;327,7591909;339,1813799;2152,637817;2472,539654;426,4616514;371,1008874;55,35863954;0,00212438;636,8061646;33077,00797;7198,660321;26,08901699;7172,571304;8,8282354;7181,398177;6870,578395;872,5934445;574,8175505;21675,10396;2602,967789;341430,3771;3031,727171;890,7855805;14,78299633;113,4403947;2061,492818;2475,688232;408,8924254;62,79154295;149,0990461;3,35623815;672,7648731;877,2261146
2020;Advogado;117724;7086,278765;3395,50332;37854,78476;337,0948586;210,2482525;0,22379601;126,6228101;86,39245909;75,69570047;509,6163211;125,3941393;60,92512607;54,66420718;6,23269632;0,02822257;362,0603185;5529,099842;926,7784932;2,12486519;924,653628;8,48976311;933,1380387;756,3056379;209,5740088;77,33984718;12886,82272;2035,441826;204043,2942;1441,414766;171,297611;3,40480711;49,97955223;501,7445699;784,6367364;78,76051653;9,437368;79,22852124;3,45069555;353,0936712;667,2417142
2020;Gerente ou superv. empresa indust., comerc. ou prest. serv.;166766;13064,05006;5189,604971;31953,22866;565,2647964;305,4057387;0,21537287;259,6436848;154,2994202;127,2603692;557,2195833;12,77124522;100,6009512;84,99078996;15,6065774;0,00358386;762,2223989;10784,41129;1860,713712;4,27528808;1856,438424;8,08344985;1864,521874;1802,558722;195,2157651;149,3704178;14202,42712;2214,451313;215259,4852;1333,607666;252,8356378;0,35684917;53,84221178;623,921717;738,281482;103,313657;19,36665017;91,38768815;3,5182522;301,0194476;734,7351335
2020;Produtor na exploração agropecuária;107577;9713,219294;2796,483194;30729,35912;53,8212516;36,51367587;0,00342964;17,30414609;45,40508664;22,48664017;312,8721511;33,81307181;27,86080589;23,99563343;3,86511738;0,00005508;648,7861104;8568,174176;1657,094958;19,63065921;1637,464299;0,71842491;1638,182724;184,7512922;1454,511594;12,85879445;30595,42452;1703,468193;237789,4105;1385,490842;24,55678961;0,3457105;5,02969879;138,7332236;501,4698041;31,46174908;5,54757992;74,21018893;206,9647508;293,5801803;1608,1369
2020;Engenheiro, arquiteto e afins;149506;15627,19649;6626,979765;27450,0247;922,4039313;406,9564108;0,42610359;515,0214169;153,0478671;134,8096882;710,1260958;19,97060559;109,1335386;89,45184947;19,64618211;0,03550705;667,8628728;12909,84189;2502,362421;6,42591995;2495,936501;6,88003144;2502,813909;2517,75348;148,8863223;184,9763299;13087,38121;2291,199076;254613,709;1367,764146;485,1042176;5,49887237;103,556468;722,6442113;958,2228275;110,9547197;25,89561157;128,2888037;0,86490049;485,8047319;1173,864802
2020;Economista, administrador, contador, auditor e afins;109386;10873,41903;8712,732825;22824,39692;608,3357887;297,5576515;0,14038989;310,6377473;116,0487397;106,0356482;522,8406765;85,7902302;79,98125842;67,16811006;12,79602336;0,017125;475,180785;8879,205907;1666,592337;6,04951739;1660,542819;4,53942363;1665,076182;1688,219735;100,5933132;138,2277388;13117,75584;2783,826552;186354,1977;869,5514973;313,4734782;4,365128;52,88975993;562,7705189;695,6309431;82,57234384;15,47809231;76,46327401;0,4852395;309,6755075;632,0351005
2020;Analista de sist., desenv.de soft., adm.de redes e banco etc;96671;8177,935109;2279,343412;7330,112;394,1267547;227,0771284;0,19846495;166,8511613;90,08152449;73,53648017;246,8080339;3,44659339;52,28780907;44,87615432;7,41165266;0,00000209;581,2867519;6736,361161;1134,076433;1,71050371;1132,365929;5,39388788;1137,757643;1203,62856;36,65292973;116,1351838;2551,642243;337,0567013;47375,31748;228,9722533;155,6650767;5,14012366;34,54602434;312,0382973;341,864621;55,24624563;9,47293944;45,17550229;0,00756525;169,7272194;83,19121651
2020;Bancário, economiário, escriturário, agente, assistente etc;134158;10236,37234;2980,664251;6341,994447;718,0858689;363,6714075;0,28208585;354,1323756;140,9131673;123,167851;409,4796903;7,33069094;41,64277661;36,1846246;5,45321522;0,00493679;637,7639787;8157,990334;1178,985422;3,73552126;1175,249901;15,78844054;1191,000271;1224,694458;76,76799903;116,3530338;5839,482897;1629,669999;53064,26535;293,9209446;358,7654104;0,91216833;42,29938854;383,6452563;509,6069659;38,56119032;5,6279772;79,85691756;0,39514054;151,5632123;81,95387873
2020;Vendedor e prestador de serviços do comércio, ambulante etc;74907;2707,707019;379,6589487;4454,278012;74,85832805;61,30926234;0,10220057;13,44686514;42,37391047;26,22688055;90,68486771;14,59074414;14,25596866;12,41599406;1,8327746;0,0072;305,4535479;2139,264912;187,0293387;0,10991474;186,919424;1,72320757;188,6423607;185,8514472;28,04248204;27,7709735;2036,909621;167,9599894;24927,86156;136,5443937;14,14435425;0,09465977;3,65228206;88,39624524;133,2245104;16,53732565;2,78276068;17,92076376;0,395912;43,60783327;47,6670441
